Seq1	BGC0000195|alnM	1.000	428	0	0	1	428	1	428	9.252E-279	846
Seq1	BGC0000225|frnM	0.712	403	114	0	21	423	21	418	1.687E-179	559
Seq1	BGC0001622|gene9	0.691	408	124	0	19	426	17	419	8.127E-179	557
Seq1	BGC0000261|zhuA	0.673	407	132	0	20	426	11	414	7.555E-169	528
Seq1	BGC0001762|rubE9	0.674	395	127	0	29	423	3	392	2.677E-165	518
Seq1	BGC0001386|ifnO	0.638	408	146	0	21	428	4	406	8.496E-164	514
Seq1	BGC0001625|ifqO	0.650	405	140	0	20	424	4	403	2.987E-163	512
Seq1	BGC0001960|hrsM2	0.662	404	135	0	21	424	12	410	2.696E-162	509
Seq1	BGC0000220|encB	0.636	402	145	0	21	422	6	403	1.171E-160	505
Seq1	BGC0000194|SCO5088	0.636	403	145	0	21	423	4	401	1.056E-159	502
Seq1	BGC0000245|med-ORF2	0.632	407	148	0	20	426	5	406	1.981E-159	501
Seq1	BGC0001596|gene10	0.631	407	147	0	20	426	5	404	1.787E-158	498
Seq1	BGC0001675|mrqB	0.638	405	145	0	20	424	5	405	6.279E-158	497
Seq1	BGC0001177|msnK2	0.623	405	150	0	21	425	1	399	4.137E-157	494
Seq1	BGC0000234|gene1	0.622	403	149	0	21	423	6	401	1.454E-156	493
Seq1	BGC0001730|gene17	0.605	408	158	0	20	427	28	429	5.109E-156	491
Seq1	BGC0001852|gene23	0.628	404	148	0	19	422	4	402	6.994E-156	491
Seq1	BGC0000267|saqB	0.625	407	150	0	20	426	5	405	3.365E-155	489
Seq1	BGC0000253|ovmK	0.616	404	152	0	21	424	9	405	3.365E-155	489
Seq1	BGC0000223|gene10	0.625	403	148	0	21	423	11	406	6.308E-155	488
Seq1	BGC0000229|gene11	0.604	405	157	0	20	424	8	405	2.736E-153	483
Seq1	BGC0000221|gene3	0.610	405	156	0	21	425	6	405	7.021E-153	482
Seq1	BGC0000202|azicB	0.614	407	154	0	17	423	2	400	9.612E-153	482
Seq1	BGC0001073|gene20	0.615	405	153	0	20	424	4	402	1.316E-152	481
Seq1	BGC0001851|gene22	0.618	404	152	0	19	422	4	402	1.316E-152	481
Seq1	BGC0001384|sprE	0.608	403	155	0	22	424	10	406	1.316E-152	481
Seq1	BGC0000274|gene31	0.614	404	153	0	21	424	4	401	1.802E-152	481
Seq1	BGC0000236|kinB	0.601	404	158	0	21	424	6	402	2.467E-152	481
Seq1	BGC0001904|gene6	0.607	403	155	0	21	423	6	401	6.330E-152	479
Seq1	BGC0001072|simA2	0.612	403	153	0	21	423	6	401	8.666E-152	479
Seq1	BGC0001769|sqnI	0.601	406	159	0	21	426	9	408	2.224E-151	478
Seq1	BGC0000212|gene15	0.600	411	162	0	18	428	8	412	1.464E-150	475
Seq1	BGC0000247|mtmK	0.619	405	152	0	20	424	8	406	2.744E-150	475
Seq1	BGC0001661|may15	0.606	404	156	0	21	424	6	402	3.756E-150	474
Seq1	BGC0001376|gene23	0.606	403	156	0	20	422	5	402	7.040E-150	473
Seq1	BGC0000203|bexB	0.605	411	158	0	13	423	14	415	1.319E-149	473
Seq1	BGC0000224|gene9	0.611	403	154	0	21	423	5	401	1.806E-149	472
Seq1	BGC0000197|gene10	0.603	404	157	0	21	424	8	404	1.628E-148	469
Seq1	BGC0000232|hrbE	0.592	407	163	0	20	426	5	404	3.051E-148	469
Seq1	BGC0000273|stfK	0.600	402	158	0	21	422	1	396	3.051E-148	469
Seq1	BGC0002016|gene11	0.599	406	160	0	21	426	6	405	3.051E-148	469
Seq1	BGC0000263|ravB	0.589	406	164	0	19	424	2	400	5.717E-148	468
Seq1	BGC0002021|gene9	0.606	406	157	0	19	424	2	400	7.826E-148	467
Seq1	BGC0000210|cmmK	0.597	412	162	0	17	428	2	405	7.826E-148	467
Seq1	BGC0000262|gene16	0.587	406	165	0	21	426	6	405	2.749E-147	466
Seq1	BGC0000235|gene14	0.591	408	164	0	19	426	4	405	3.763E-147	466
Seq1	BGC0002021|gene32	0.599	405	158	0	19	423	2	395	5.151E-147	465
Seq1	BGC0000240|lom59	0.595	410	163	0	19	428	3	406	5.151E-147	465
Seq1	BGC0001062|gene18	0.594	406	162	0	19	424	3	403	1.809E-146	464
Seq1	BGC0000268|schP7	0.583	405	166	0	22	426	9	407	2.476E-146	463
Seq1	BGC0002028|gene19	0.580	407	168	0	20	426	5	405	3.390E-146	463
Seq1	BGC0001438|gene27	0.588	408	164	0	19	426	4	403	6.352E-146	462
Seq1	BGC0000241|gene53	0.595	405	161	0	19	423	3	401	6.352E-146	462
Seq1	BGC0000237|lcz32	0.592	404	163	0	21	424	6	405	1.190E-145	461
Seq1	BGC0001895|gene5	0.606	404	154	0	20	423	5	396	2.230E-145	460
Seq1	BGC0000191|aknC	0.582	408	168	0	21	428	6	407	4.180E-145	460
Seq1	BGC0000201|aur1E	0.589	406	164	0	21	426	6	405	7.832E-145	459
Seq1	BGC0000238|lct32	0.597	404	161	0	21	424	6	405	7.832E-145	459
Seq1	BGC0000199|arm8	0.590	402	162	0	21	422	5	400	1.468E-144	458
Seq1	BGC0001512|abxK	0.588	407	165	0	19	425	9	409	2.009E-144	458
Seq1	BGC0001366|gene8	0.581	408	169	0	19	423	13	420	2.750E-144	457
Seq1	BGC0000190|sanG	0.599	408	160	0	16	423	21	421	3.764E-144	457
Seq1	BGC0000254|oxyB	0.595	408	164	0	15	422	13	418	5.153E-144	456
Seq1	BGC0001922|idmB17	0.596	402	160	0	21	422	8	405	7.054E-144	456
Seq1	BGC0002012|gene16	0.590	403	160	0	21	423	6	396	9.655E-144	456
Seq1	BGC0000192|aknC	0.572	408	172	0	21	428	6	407	1.809E-143	455
Seq1	BGC0000269|ssfB	0.560	406	176	0	18	423	9	409	4.640E-143	454
Seq1	BGC0000209|ctcV	0.590	402	162	0	21	422	5	399	8.694E-143	453
Seq1	BGC0002000|gene11	0.580	403	164	0	21	423	7	397	1.190E-142	452
Seq1	BGC0000211|chryB	0.574	402	167	0	22	423	6	399	1.071E-141	450
Seq1	BGC0000239|lanB	0.567	406	173	0	21	426	6	405	3.761E-141	448
Seq1	BGC0000208|chdK	0.576	403	168	0	21	423	19	415	3.761E-141	448
Seq1	BGC0000275|tcmL	0.590	403	163	0	21	423	8	406	7.047E-141	447
Seq1	BGC0000279|xanE	0.570	415	172	0	21	422	10	424	3.386E-140	445
Seq1	BGC0000216|dacB	0.587	404	164	0	20	423	4	401	4.634E-140	445
Seq1	BGC0000222|pnxB	0.562	413	178	0	11	423	7	414	2.226E-139	443
Seq1	BGC0001439|gene2	0.564	403	173	0	21	423	5	402	7.813E-139	441
Seq1	BGC0001061|pokP2	0.575	404	170	0	21	424	5	405	7.813E-139	441
Seq1	BGC0000230|grhB	0.568	406	172	0	17	422	11	410	2.742E-138	440
Seq1	BGC0000214|cosC	0.565	405	171	0	21	425	5	398	5.137E-138	439
Seq1	BGC0001693|gene53	0.564	404	173	0	20	423	4	401	2.467E-137	437
Seq1	BGC0000231|gene2	0.565	406	174	0	21	426	13	412	3.377E-137	437
Seq1	BGC0000219|elmL	0.578	404	168	0	19	422	11	408	4.621E-137	436
Seq1	BGC0001568|gene14	0.562	405	172	0	21	425	5	398	2.219E-136	434
Seq1	BGC0000256|pdmB	0.572	400	167	0	27	426	1	391	5.690E-136	433
Seq1	BGC0000242|llpE	0.580	405	166	0	19	423	6	402	1.459E-135	432
Seq1	BGC0001409|dutB	0.559	405	177	0	20	424	4	405	3.739E-135	431
Seq1	BGC0000266|rubB	0.559	415	180	0	12	426	8	416	5.117E-135	430
Seq1	BGC0001179|rslK2	0.574	402	168	0	21	422	9	404	7.004E-135	430
Seq1	BGC0001558|gene26	0.553	405	176	0	21	425	5	398	9.585E-135	430
Seq1	BGC0000227|gra-orf2	0.592	403	161	0	20	422	9	404	3.023E-133	425
Seq1	BGC0000200|gene17	0.558	402	174	0	21	422	7	401	5.090E-132	422
Seq1	BGC0000204|benB	0.539	403	183	0	21	423	3	400	2.443E-131	420
Seq1	BGC0000218|dpsB	0.543	404	181	0	20	423	27	422	2.443E-131	420
Seq1	BGC0001500|NAI698_09173	0.561	405	174	0	20	424	9	406	3.343E-131	419
Seq1	BGC0000198|gene33	0.558	402	175	0	22	423	6	402	4.575E-131	419
